index,codec,type,preset,threads,ref_type,outfile_size_kbyte,outfile_bit_rate_kbs,outfile_options,enc_sec,comp_ratio_persent,enc_speed,ssim_min,ssim_mean,vmaf_min,vmaf_mean
19,h264_qsv,LA_ICQ,veryslow,4,Nature,126144.57356770833,8410.619140625,-global_quality 24 -look_ahead 1,11.439303080240885,0.4954828718050726,10.49254483245579,0.9915630000000001,0.996975,86.05699166666666,94.40798833333334
20,h264_qsv,LA_ICQ,veryslow,4,Nature,50052.634114583336,3337.2311197916665,-global_quality 31 -look_ahead 1,11.220009088516235,0.8008557261798238,10.695842670111896,0.974422,0.9906076666666667,72.10279100000001,86.02747133333332
21,h264_qsv,LA_ICQ,veryslow,4,Anime,205980.921875,13731.801106770834,-global_quality 15 -look_ahead 1,12.429283380508423,0.1964210064342933,9.654412040786978,0.9960726666666666,0.9990086666666667,91.954818,98.30722333333334
22,h264_qsv,LA_ICQ,veryslow,4,Nature,142290.0751953125,9487.111328125,-global_quality 23 -look_ahead 1,11.483645359675089,0.42949554922370003,10.452429262046207,0.9925989999999999,0.9974456666666667,87.05414499999999,95.043881
23,h264_qsv,LA_ICQ,veryslow,4,Anime,127700.59928385417,8513.130859375,-global_quality 19 -look_ahead 1,12.251652081807455,0.5028582081245067,9.794456651070355,0.9933486666666665,0.9980513333333333,87.05735166666666,97.34619299999999
24,h264_qsv,LA_ICQ,veryslow,4,Nature,84407.19694010417,5627.802408854167,-global_quality 27 -look_ahead 1,11.326809803644815,0.6640023413935632,10.595990644614448,0.986478,0.9950106666666668,81.82508166666666,91.65305866666667
25,h264_qsv,LA_ICQ,veryslow,4,Nature,58037.879557291664,3869.6429036458335,-global_quality 30 -look_ahead 1,11.241430282592773,0.7692404705256563,10.675758308732947,0.9791046666666666,0.9920843333333335,74.812251,87.82035533333332
26,h264_qsv,LA_ICQ,veryslow,4,Anime,25963.792317708332,1730.89453125,-global_quality 33 -look_ahead 1,11.860043287277222,0.8983159262890119,10.118279135564137,0.9595163333333333,0.9875170000000001,58.82013966666667,86.366469
27,h264_qsv,LA_ICQ,veryslow,4,Anime,256301.14778645834,17086.502604166668,-global_quality 13 -look_ahead 1,12.523931980133057,-0.0013624988923531072,9.581459190183923,0.9972503333333332,0.9993213333333334,93.27740833333333,98.62505233333333
28,h264_qsv,LA_ICQ,veryslow,4,Nature,110673.65169270833,7379.103841145833,-global_quality 25 -look_ahead 1,11.394468069076538,0.5581462468197526,10.53362062484894,0.9903423333333333,0.9964113333333332,84.81715566666666,93.58202566666667
29,h264_qsv,LA_ICQ,veryslow,4,Nature,188712.47786458334,12582.299479166666,-global_quality 18 -look_ahead 1,11.6235724290212,0.23639006945361532,10.32711890707757,0.9953106666666667,0.998396,89.726308,96.320102
30,h264_qsv,LA_ICQ,veryslow,4,Anime,91543.55631510417,6102.698567708333,-global_quality 24 -look_ahead 1,12.147169987360636,0.6438708784367656,9.878731003180226,0.9892773333333333,0.9969833333333334,83.48967666666668,96.29154266666666
31,h264_qsv,LA_ICQ,veryslow,4,Anime,35557.224934895836,2370.423828125,-global_quality 31 -look_ahead 1,11.917227904001871,0.8611469885705311,10.069709358172332,0.9711176666666667,0.9910169999999999,66.92432366666667,89.86509633333333
32,h264_qsv,LA_ICQ,veryslow,4,Anime,111384.23209635417,7425.384765625,-global_quality 21 -look_ahead 1,12.20411475499471,0.5666796565876239,9.832602568722013,0.9919136666666667,0.9976733333333333,85.72382833333334,96.95618233333335
33,h264_qsv,LA_ICQ,veryslow,4,Nature,64628.974283854164,4309.100260416667,-global_quality 29 -look_ahead 1,11.26633334159851,0.7430600068775316,10.65230284798229,0.9805903333333333,0.99313,76.729212,89.10341966666665
34,h264_qsv,LA_ICQ,veryslow,4,Nature,278065.7054036458,18539.876302083332,-global_quality 14 -look_ahead 1,11.843201478322348,-0.14247637535051486,10.136009686264131,0.9976106666666666,0.9992466666666666,93.08352733333334,97.50676366666666
35,h264_qsv,LA_ICQ,veryslow,4,Anime,163708.20703125,10913.617838541666,-global_quality 17 -look_ahead 1,12.320129632949829,0.3621437385725412,9.739983493925953,0.9948633333333333,0.998603,90.21103066666666,97.89152133333333
36,h264_qsv,LA_ICQ,veryslow,4,Anime,110650.45572916667,7376.466471354167,-global_quality 22 -look_ahead 1,12.206264813741049,0.5695549035204651,9.830857677491595,0.9915726666666665,0.9976539999999999,85.77596866666666,96.93215633333334
37,h264_qsv,LA_ICQ,veryslow,4,Nature,98209.5556640625,6548.067057291667,-global_quality 26 -look_ahead 1,11.374890009562174,0.608563322230549,10.551461337279749,0.9888916666666666,0.995818,83.34711966666667,92.74007266666666
38,h264_qsv,LA_ICQ,veryslow,4,Nature,42853.2001953125,2857.212890625,-global_quality 32 -look_ahead 1,11.19143017133077,0.8293193179614433,10.723078655270529,0.9689936666666666,0.9887839999999999,68.20648766666666,83.96354933333333
39,h264_qsv,LA_ICQ,veryslow,4,Anime,184336.07194010416,12288.807291666666,-global_quality 16 -look_ahead 1,12.382137537002563,0.28123103105372665,9.691176679228343,0.9954900000000001,0.998819,91.11354899999999,98.12071800000001
40,h264_qsv,LA_ICQ,veryslow,4,Nature,150999.83268229166,10067.829427083334,-global_quality 20 -look_ahead 1,11.51097559928894,0.3932578134010043,10.427863525552182,0.9935866666666667,0.9977113333333335,87.71547500000001,95.377718
41,h264_qsv,LA_ICQ,veryslow,4,Anime,52720.141276041664,3514.5611979166665,-global_quality 28 -look_ahead 1,12.006889979044596,0.7946667061448939,9.994307242998145,0.980136,0.9943026666666667,75.71414399999999,93.38255033333333
